onset1	nucleus1	coda1	shape1	onset2	nucleus2	coda2	shape2	shape	syllable.contact.code	transcription
tɹ	aʊ	m	TrVC	s	ɪ	n	CVC	TrVC.CVC	-NPA	tɹaʊmsɪn
tl	aʊ	m	TlVC	s	ɪ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊmsɪŋ
tɹ	aʊ	m	TrVC	s	ɪ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊmsɪŋ
tl	aʊ	m	TlVC	s	ɪ	p	CVC	TlVC.CVC	-NPA	tlaʊmsɪp
tɹ	aʊ	m	TrVC	s	ɪ	p	CVC	TrVC.CVC	-NPA	tɹaʊmsɪp
tl	aʊ	m	TlVC	s	ɪ	t	CVC	TlVC.CVC	-NPA	tlaʊmsɪt
tɹ	aʊ	m	TrVC	s	ɪ	t	CVC	TrVC.CVC	-NPA	tɹaʊmsɪt
tl	aʊ	m	TlVC	s	ɪ	k	CVC	TlVC.CVC	-NPA	tlaʊmsɪk
tɹ	aʊ	m	TrVC	s	ɪ	k	CVC	TrVC.CVC	-NPA	tɹaʊmsɪk
tl	aʊ	m	TlVC	s	ɪ	s	CVC	TlVC.CVC	-NPA	tlaʊmsɪs
tɹ	aʊ	m	TrVC	s	ɪ	s	CVC	TrVC.CVC	-NPA	tɹaʊmsɪs
tl	aʊ	m	TlVC	s	ʊ	n	CVC	TlVC.CVC	-NPA	tlaʊmsʊn
tɹ	aʊ	m	TrVC	s	ʊ	n	CVC	TrVC.CVC	-NPA	tɹaʊmsʊn
tl	aʊ	m	TlVC	s	ʊ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊmsʊŋ
tɹ	aʊ	m	TrVC	s	ʊ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊmsʊŋ
tl	aʊ	m	TlVC	s	ʊ	p	CVC	TlVC.CVC	-NPA	tlaʊmsʊp
tɹ	aʊ	m	TrVC	s	ʊ	p	CVC	TrVC.CVC	-NPA	tɹaʊmsʊp
tl	aʊ	m	TlVC	s	ʊ	t	CVC	TlVC.CVC	-NPA	tlaʊmsʊt
tɹ	aʊ	m	TrVC	s	ʊ	t	CVC	TrVC.CVC	-NPA	tɹaʊmsʊt
tl	aʊ	m	TlVC	s	ʊ	k	CVC	TlVC.CVC	-NPA	tlaʊmsʊk
tɹ	aʊ	m	TrVC	s	ʊ	k	CVC	TrVC.CVC	-NPA	tɹaʊmsʊk
tl	aʊ	m	TlVC	s	ʊ	s	CVC	TlVC.CVC	-NPA	tlaʊmsʊs
tɹ	aʊ	m	TrVC	s	ʊ	s	CVC	TrVC.CVC	-NPA	tɹaʊmsʊs
tl	aʊ	m	TlVC	s	ɛ	n	CVC	TlVC.CVC	-NPA	tlaʊmsɛn
tɹ	aʊ	m	TrVC	s	ɛ	n	CVC	TrVC.CVC	-NPA	tɹaʊmsɛn
tl	aʊ	m	TlVC	s	ɛ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊmsɛŋ
tɹ	aʊ	m	TrVC	s	ɛ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊmsɛŋ
tl	aʊ	m	TlVC	s	ɛ	p	CVC	TlVC.CVC	-NPA	tlaʊmsɛp
tɹ	aʊ	m	TrVC	s	ɛ	p	CVC	TrVC.CVC	-NPA	tɹaʊmsɛp
tl	aʊ	m	TlVC	s	ɛ	t	CVC	TlVC.CVC	-NPA	tlaʊmsɛt
tɹ	aʊ	m	TrVC	s	ɛ	t	CVC	TrVC.CVC	-NPA	tɹaʊmsɛt
tl	aʊ	m	TlVC	s	ɛ	k	CVC	TlVC.CVC	-NPA	tlaʊmsɛk
tɹ	aʊ	m	TrVC	s	ɛ	k	CVC	TrVC.CVC	-NPA	tɹaʊmsɛk
tl	aʊ	m	TlVC	s	ɛ	s	CVC	TlVC.CVC	-NPA	tlaʊmsɛs
tɹ	aʊ	m	TrVC	s	ɛ	s	CVC	TrVC.CVC	-NPA	tɹaʊmsɛs
tl	aʊ	m	TlVC	s	æ	n	CVC	TlVC.CVC	-NPA	tlaʊmsæn
tɹ	aʊ	m	TrVC	s	æ	n	CVC	TrVC.CVC	-NPA	tɹaʊmsæn
tl	aʊ	m	TlVC	s	æ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊmsæŋ
tɹ	aʊ	m	TrVC	s	æ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊmsæŋ
tl	aʊ	m	TlVC	s	æ	p	CVC	TlVC.CVC	-NPA	tlaʊmsæp
tɹ	aʊ	m	TrVC	s	æ	p	CVC	TrVC.CVC	-NPA	tɹaʊmsæp
tl	aʊ	m	TlVC	s	æ	t	CVC	TlVC.CVC	-NPA	tlaʊmsæt
tɹ	aʊ	m	TrVC	s	æ	t	CVC	TrVC.CVC	-NPA	tɹaʊmsæt
tl	aʊ	m	TlVC	s	æ	k	CVC	TlVC.CVC	-NPA	tlaʊmsæk
tɹ	aʊ	m	TrVC	s	æ	k	CVC	TrVC.CVC	-NPA	tɹaʊmsæk
tl	aʊ	m	TlVC	s	æ	s	CVC	TlVC.CVC	-NPA	tlaʊmsæs
tɹ	aʊ	m	TrVC	s	æ	s	CVC	TrVC.CVC	-NPA	tɹaʊmsæs
tl	aʊ	n	TlVC	p	ɪ	m	CVC	TlVC.CVC	-NPA	tlaʊnpɪm
tɹ	aʊ	n	TrVC	p	ɪ	m	CVC	TrVC.CVC	-NPA	tɹaʊnpɪm
tl	aʊ	n	TlVC	p	ɪ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnpɪŋ
tɹ	aʊ	n	TrVC	p	ɪ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnpɪŋ
tl	aʊ	n	TlVC	p	ɪ	p	CVC	TlVC.CVC	-NPA	tlaʊnpɪp
tɹ	aʊ	n	TrVC	p	ɪ	p	CVC	TrVC.CVC	-NPA	tɹaʊnpɪp
tl	aʊ	n	TlVC	p	ɪ	t	CVC	TlVC.CVC	-NPA	tlaʊnpɪt
tɹ	aʊ	n	TrVC	p	ɪ	t	CVC	TrVC.CVC	-NPA	tɹaʊnpɪt
tl	aʊ	n	TlVC	p	ɪ	k	CVC	TlVC.CVC	-NPA	tlaʊnpɪk
tɹ	aʊ	n	TrVC	p	ɪ	k	CVC	TrVC.CVC	-NPA	tɹaʊnpɪk
tl	aʊ	n	TlVC	p	ɪ	s	CVC	TlVC.CVC	-NPA	tlaʊnpɪs
tɹ	aʊ	n	TrVC	p	ɪ	s	CVC	TrVC.CVC	-NPA	tɹaʊnpɪs
tl	aʊ	n	TlVC	p	ʊ	m	CVC	TlVC.CVC	-NPA	tlaʊnpʊm
tɹ	aʊ	n	TrVC	p	ʊ	m	CVC	TrVC.CVC	-NPA	tɹaʊnpʊm
tl	aʊ	n	TlVC	p	ʊ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnpʊŋ
tɹ	aʊ	n	TrVC	p	ʊ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnpʊŋ
tl	aʊ	n	TlVC	p	ʊ	p	CVC	TlVC.CVC	-NPA	tlaʊnpʊp
tɹ	aʊ	n	TrVC	p	ʊ	p	CVC	TrVC.CVC	-NPA	tɹaʊnpʊp
tl	aʊ	n	TlVC	p	ʊ	t	CVC	TlVC.CVC	-NPA	tlaʊnpʊt
tɹ	aʊ	n	TrVC	p	ʊ	t	CVC	TrVC.CVC	-NPA	tɹaʊnpʊt
tl	aʊ	n	TlVC	p	ʊ	k	CVC	TlVC.CVC	-NPA	tlaʊnpʊk
tɹ	aʊ	n	TrVC	p	ʊ	k	CVC	TrVC.CVC	-NPA	tɹaʊnpʊk
tl	aʊ	n	TlVC	p	ʊ	s	CVC	TlVC.CVC	-NPA	tlaʊnpʊs
tɹ	aʊ	n	TrVC	p	ʊ	s	CVC	TrVC.CVC	-NPA	tɹaʊnpʊs
tl	aʊ	n	TlVC	p	ɛ	m	CVC	TlVC.CVC	-NPA	tlaʊnpɛm
tɹ	aʊ	n	TrVC	p	ɛ	m	CVC	TrVC.CVC	-NPA	tɹaʊnpɛm
tl	aʊ	n	TlVC	p	ɛ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnpɛŋ
tɹ	aʊ	n	TrVC	p	ɛ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnpɛŋ
tl	aʊ	n	TlVC	p	ɛ	p	CVC	TlVC.CVC	-NPA	tlaʊnpɛp
tɹ	aʊ	n	TrVC	p	ɛ	p	CVC	TrVC.CVC	-NPA	tɹaʊnpɛp
tl	aʊ	n	TlVC	p	ɛ	t	CVC	TlVC.CVC	-NPA	tlaʊnpɛt
tɹ	aʊ	n	TrVC	p	ɛ	t	CVC	TrVC.CVC	-NPA	tɹaʊnpɛt
tl	aʊ	n	TlVC	p	ɛ	k	CVC	TlVC.CVC	-NPA	tlaʊnpɛk
tɹ	aʊ	n	TrVC	p	ɛ	k	CVC	TrVC.CVC	-NPA	tɹaʊnpɛk
tl	aʊ	n	TlVC	p	ɛ	s	CVC	TlVC.CVC	-NPA	tlaʊnpɛs
tɹ	aʊ	n	TrVC	p	ɛ	s	CVC	TrVC.CVC	-NPA	tɹaʊnpɛs
tl	aʊ	n	TlVC	p	æ	m	CVC	TlVC.CVC	-NPA	tlaʊnpæm
tɹ	aʊ	n	TrVC	p	æ	m	CVC	TrVC.CVC	-NPA	tɹaʊnpæm
tl	aʊ	n	TlVC	p	æ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnpæŋ
tɹ	aʊ	n	TrVC	p	æ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnpæŋ
tl	aʊ	n	TlVC	p	æ	p	CVC	TlVC.CVC	-NPA	tlaʊnpæp
tɹ	aʊ	n	TrVC	p	æ	p	CVC	TrVC.CVC	-NPA	tɹaʊnpæp
tl	aʊ	n	TlVC	p	æ	t	CVC	TlVC.CVC	-NPA	tlaʊnpæt
tɹ	aʊ	n	TrVC	p	æ	t	CVC	TrVC.CVC	-NPA	tɹaʊnpæt
tl	aʊ	n	TlVC	p	æ	k	CVC	TlVC.CVC	-NPA	tlaʊnpæk
tɹ	aʊ	n	TrVC	p	æ	k	CVC	TrVC.CVC	-NPA	tɹaʊnpæk
tl	aʊ	n	TlVC	p	æ	s	CVC	TlVC.CVC	-NPA	tlaʊnpæs
tɹ	aʊ	n	TrVC	p	æ	s	CVC	TrVC.CVC	-NPA	tɹaʊnpæs
tl	aʊ	n	TlVC	k	ɪ	m	CVC	TlVC.CVC	-NPA	tlaʊnkɪm
tɹ	aʊ	n	TrVC	k	ɪ	m	CVC	TrVC.CVC	-NPA	tɹaʊnkɪm
tl	aʊ	n	TlVC	k	ɪ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnkɪŋ
tɹ	aʊ	n	TrVC	k	ɪ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnkɪŋ
tl	aʊ	n	TlVC	k	ɪ	p	CVC	TlVC.CVC	-NPA	tlaʊnkɪp
tɹ	aʊ	n	TrVC	k	ɪ	p	CVC	TrVC.CVC	-NPA	tɹaʊnkɪp
tl	aʊ	n	TlVC	k	ɪ	t	CVC	TlVC.CVC	-NPA	tlaʊnkɪt
tɹ	aʊ	n	TrVC	k	ɪ	t	CVC	TrVC.CVC	-NPA	tɹaʊnkɪt
tl	aʊ	n	TlVC	k	ɪ	k	CVC	TlVC.CVC	-NPA	tlaʊnkɪk
tɹ	aʊ	n	TrVC	k	ɪ	k	CVC	TrVC.CVC	-NPA	tɹaʊnkɪk
tl	aʊ	n	TlVC	k	ɪ	s	CVC	TlVC.CVC	-NPA	tlaʊnkɪs
tɹ	aʊ	n	TrVC	k	ɪ	s	CVC	TrVC.CVC	-NPA	tɹaʊnkɪs
tl	aʊ	n	TlVC	k	ʊ	m	CVC	TlVC.CVC	-NPA	tlaʊnkʊm
tɹ	aʊ	n	TrVC	k	ʊ	m	CVC	TrVC.CVC	-NPA	tɹaʊnkʊm
tl	aʊ	n	TlVC	k	ʊ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnkʊŋ
tɹ	aʊ	n	TrVC	k	ʊ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnkʊŋ
tl	aʊ	n	TlVC	k	ʊ	p	CVC	TlVC.CVC	-NPA	tlaʊnkʊp
tɹ	aʊ	n	TrVC	k	ʊ	p	CVC	TrVC.CVC	-NPA	tɹaʊnkʊp
tl	aʊ	n	TlVC	k	ʊ	t	CVC	TlVC.CVC	-NPA	tlaʊnkʊt
tɹ	aʊ	n	TrVC	k	ʊ	t	CVC	TrVC.CVC	-NPA	tɹaʊnkʊt
tl	aʊ	n	TlVC	k	ʊ	k	CVC	TlVC.CVC	-NPA	tlaʊnkʊk
tɹ	aʊ	n	TrVC	k	ʊ	k	CVC	TrVC.CVC	-NPA	tɹaʊnkʊk
tl	aʊ	n	TlVC	k	ʊ	s	CVC	TlVC.CVC	-NPA	tlaʊnkʊs
tɹ	aʊ	n	TrVC	k	ʊ	s	CVC	TrVC.CVC	-NPA	tɹaʊnkʊs
tl	aʊ	n	TlVC	k	ɛ	m	CVC	TlVC.CVC	-NPA	tlaʊnkɛm
tɹ	aʊ	n	TrVC	k	ɛ	m	CVC	TrVC.CVC	-NPA	tɹaʊnkɛm
tl	aʊ	n	TlVC	k	ɛ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnkɛŋ
tɹ	aʊ	n	TrVC	k	ɛ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnkɛŋ
tl	aʊ	n	TlVC	k	ɛ	p	CVC	TlVC.CVC	-NPA	tlaʊnkɛp
tɹ	aʊ	n	TrVC	k	ɛ	p	CVC	TrVC.CVC	-NPA	tɹaʊnkɛp
tl	aʊ	n	TlVC	k	ɛ	t	CVC	TlVC.CVC	-NPA	tlaʊnkɛt
tɹ	aʊ	n	TrVC	k	ɛ	t	CVC	TrVC.CVC	-NPA	tɹaʊnkɛt
tl	aʊ	n	TlVC	k	ɛ	k	CVC	TlVC.CVC	-NPA	tlaʊnkɛk
tɹ	aʊ	n	TrVC	k	ɛ	k	CVC	TrVC.CVC	-NPA	tɹaʊnkɛk
tl	aʊ	n	TlVC	k	ɛ	s	CVC	TlVC.CVC	-NPA	tlaʊnkɛs
tɹ	aʊ	n	TrVC	k	ɛ	s	CVC	TrVC.CVC	-NPA	tɹaʊnkɛs
tl	aʊ	n	TlVC	k	æ	m	CVC	TlVC.CVC	-NPA	tlaʊnkæm
tɹ	aʊ	n	TrVC	k	æ	m	CVC	TrVC.CVC	-NPA	tɹaʊnkæm
tl	aʊ	n	TlVC	k	æ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnkæŋ
tɹ	aʊ	n	TrVC	k	æ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnkæŋ
tl	aʊ	n	TlVC	k	æ	p	CVC	TlVC.CVC	-NPA	tlaʊnkæp
tɹ	aʊ	n	TrVC	k	æ	p	CVC	TrVC.CVC	-NPA	tɹaʊnkæp
tl	aʊ	n	TlVC	k	æ	t	CVC	TlVC.CVC	-NPA	tlaʊnkæt
tɹ	aʊ	n	TrVC	k	æ	t	CVC	TrVC.CVC	-NPA	tɹaʊnkæt
tl	aʊ	n	TlVC	k	æ	k	CVC	TlVC.CVC	-NPA	tlaʊnkæk
tɹ	aʊ	n	TrVC	k	æ	k	CVC	TrVC.CVC	-NPA	tɹaʊnkæk
tl	aʊ	n	TlVC	k	æ	s	CVC	TlVC.CVC	-NPA	tlaʊnkæs
tɹ	aʊ	n	TrVC	k	æ	s	CVC	TrVC.CVC	-NPA	tɹaʊnkæs
tl	aʊ	n	TlVC	b	ɪ	m	CVC	TlVC.CVC	-NPA	tlaʊnbɪm
tɹ	aʊ	n	TrVC	b	ɪ	m	CVC	TrVC.CVC	-NPA	tɹaʊnbɪm
tl	aʊ	n	TlVC	b	ɪ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnbɪŋ
tɹ	aʊ	n	TrVC	b	ɪ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnbɪŋ
tl	aʊ	n	TlVC	b	ɪ	p	CVC	TlVC.CVC	-NPA	tlaʊnbɪp
tɹ	aʊ	n	TrVC	b	ɪ	p	CVC	TrVC.CVC	-NPA	tɹaʊnbɪp
tl	aʊ	n	TlVC	b	ɪ	t	CVC	TlVC.CVC	-NPA	tlaʊnbɪt
tɹ	aʊ	n	TrVC	b	ɪ	t	CVC	TrVC.CVC	-NPA	tɹaʊnbɪt
tl	aʊ	n	TlVC	b	ɪ	k	CVC	TlVC.CVC	-NPA	tlaʊnbɪk
tɹ	aʊ	n	TrVC	b	ɪ	k	CVC	TrVC.CVC	-NPA	tɹaʊnbɪk
tl	aʊ	n	TlVC	b	ɪ	s	CVC	TlVC.CVC	-NPA	tlaʊnbɪs
tɹ	aʊ	n	TrVC	b	ɪ	s	CVC	TrVC.CVC	-NPA	tɹaʊnbɪs
tl	aʊ	n	TlVC	b	ʊ	m	CVC	TlVC.CVC	-NPA	tlaʊnbʊm
tɹ	aʊ	n	TrVC	b	ʊ	m	CVC	TrVC.CVC	-NPA	tɹaʊnbʊm
tl	aʊ	n	TlVC	b	ʊ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnbʊŋ
tɹ	aʊ	n	TrVC	b	ʊ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnbʊŋ
tl	aʊ	n	TlVC	b	ʊ	p	CVC	TlVC.CVC	-NPA	tlaʊnbʊp
tɹ	aʊ	n	TrVC	b	ʊ	p	CVC	TrVC.CVC	-NPA	tɹaʊnbʊp
tl	aʊ	n	TlVC	b	ʊ	t	CVC	TlVC.CVC	-NPA	tlaʊnbʊt
tɹ	aʊ	n	TrVC	b	ʊ	t	CVC	TrVC.CVC	-NPA	tɹaʊnbʊt
tl	aʊ	n	TlVC	b	ʊ	k	CVC	TlVC.CVC	-NPA	tlaʊnbʊk
tɹ	aʊ	n	TrVC	b	ʊ	k	CVC	TrVC.CVC	-NPA	tɹaʊnbʊk
tl	aʊ	n	TlVC	b	ʊ	s	CVC	TlVC.CVC	-NPA	tlaʊnbʊs
tɹ	aʊ	n	TrVC	b	ʊ	s	CVC	TrVC.CVC	-NPA	tɹaʊnbʊs
tl	aʊ	n	TlVC	b	ɛ	m	CVC	TlVC.CVC	-NPA	tlaʊnbɛm
tɹ	aʊ	n	TrVC	b	ɛ	m	CVC	TrVC.CVC	-NPA	tɹaʊnbɛm
tl	aʊ	n	TlVC	b	ɛ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnbɛŋ
tɹ	aʊ	n	TrVC	b	ɛ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnbɛŋ
tl	aʊ	n	TlVC	b	ɛ	p	CVC	TlVC.CVC	-NPA	tlaʊnbɛp
tɹ	aʊ	n	TrVC	b	ɛ	p	CVC	TrVC.CVC	-NPA	tɹaʊnbɛp
tl	aʊ	n	TlVC	b	ɛ	t	CVC	TlVC.CVC	-NPA	tlaʊnbɛt
tɹ	aʊ	n	TrVC	b	ɛ	t	CVC	TrVC.CVC	-NPA	tɹaʊnbɛt
tl	aʊ	n	TlVC	b	ɛ	k	CVC	TlVC.CVC	-NPA	tlaʊnbɛk
tɹ	aʊ	n	TrVC	b	ɛ	k	CVC	TrVC.CVC	-NPA	tɹaʊnbɛk
tl	aʊ	n	TlVC	b	ɛ	s	CVC	TlVC.CVC	-NPA	tlaʊnbɛs
tɹ	aʊ	n	TrVC	b	ɛ	s	CVC	TrVC.CVC	-NPA	tɹaʊnbɛs
tl	aʊ	n	TlVC	b	æ	m	CVC	TlVC.CVC	-NPA	tlaʊnbæm
tɹ	aʊ	n	TrVC	b	æ	m	CVC	TrVC.CVC	-NPA	tɹaʊnbæm
tl	aʊ	n	TlVC	b	æ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊnbæŋ
tɹ	aʊ	n	TrVC	b	æ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊnbæŋ
tl	aʊ	n	TlVC	b	æ	p	CVC	TlVC.CVC	-NPA	tlaʊnbæp
tɹ	aʊ	n	TrVC	b	æ	p	CVC	TrVC.CVC	-NPA	tɹaʊnbæp
tl	aʊ	n	TlVC	b	æ	t	CVC	TlVC.CVC	-NPA	tlaʊnbæt
tɹ	aʊ	n	TrVC	b	æ	t	CVC	TrVC.CVC	-NPA	tɹaʊnbæt
tl	aʊ	n	TlVC	b	æ	k	CVC	TlVC.CVC	-NPA	tlaʊnbæk
tɹ	aʊ	n	TrVC	b	æ	k	CVC	TrVC.CVC	-NPA	tɹaʊnbæk
tl	aʊ	n	TlVC	b	æ	s	CVC	TlVC.CVC	-NPA	tlaʊnbæs
tɹ	aʊ	n	TrVC	b	æ	s	CVC	TrVC.CVC	-NPA	tɹaʊnbæs
tl	aʊ	n	TlVC	d	ɪ	m	CVC	TlVC.CVC	+NPA	tlaʊndɪm
tɹ	aʊ	n	TrVC	d	ɪ	m	CVC	TrVC.CVC	+NPA	tɹaʊndɪm
tl	aʊ	n	TlVC	d	ɪ	ŋ	CVC	TlVC.CVC	+NPA	tlaʊndɪŋ
tɹ	aʊ	n	TrVC	d	ɪ	ŋ	CVC	TrVC.CVC	+NPA	tɹaʊndɪŋ
tl	aʊ	n	TlVC	d	ɪ	p	CVC	TlVC.CVC	+NPA	tlaʊndɪp
tɹ	aʊ	n	TrVC	d	ɪ	p	CVC	TrVC.CVC	+NPA	tɹaʊndɪp
tl	aʊ	n	TlVC	d	ɪ	t	CVC	TlVC.CVC	+NPA	tlaʊndɪt
tɹ	aʊ	n	TrVC	d	ɪ	t	CVC	TrVC.CVC	+NPA	tɹaʊndɪt
tl	aʊ	n	TlVC	d	ɪ	k	CVC	TlVC.CVC	+NPA	tlaʊndɪk
tɹ	aʊ	n	TrVC	d	ɪ	k	CVC	TrVC.CVC	+NPA	tɹaʊndɪk
tl	aʊ	n	TlVC	d	ɪ	s	CVC	TlVC.CVC	+NPA	tlaʊndɪs
tɹ	aʊ	n	TrVC	d	ɪ	s	CVC	TrVC.CVC	+NPA	tɹaʊndɪs
tl	aʊ	n	TlVC	d	ʊ	m	CVC	TlVC.CVC	+NPA	tlaʊndʊm
tɹ	aʊ	n	TrVC	d	ʊ	m	CVC	TrVC.CVC	+NPA	tɹaʊndʊm
tl	aʊ	n	TlVC	d	ʊ	ŋ	CVC	TlVC.CVC	+NPA	tlaʊndʊŋ
tɹ	aʊ	n	TrVC	d	ʊ	ŋ	CVC	TrVC.CVC	+NPA	tɹaʊndʊŋ
tl	aʊ	n	TlVC	d	ʊ	p	CVC	TlVC.CVC	+NPA	tlaʊndʊp
tɹ	aʊ	n	TrVC	d	ʊ	p	CVC	TrVC.CVC	+NPA	tɹaʊndʊp
tl	aʊ	n	TlVC	d	ʊ	t	CVC	TlVC.CVC	+NPA	tlaʊndʊt
tɹ	aʊ	n	TrVC	d	ʊ	t	CVC	TrVC.CVC	+NPA	tɹaʊndʊt
tl	aʊ	n	TlVC	d	ʊ	k	CVC	TlVC.CVC	+NPA	tlaʊndʊk
tɹ	aʊ	n	TrVC	d	ʊ	k	CVC	TrVC.CVC	+NPA	tɹaʊndʊk
tl	aʊ	n	TlVC	d	ʊ	s	CVC	TlVC.CVC	+NPA	tlaʊndʊs
tɹ	aʊ	n	TrVC	d	ʊ	s	CVC	TrVC.CVC	+NPA	tɹaʊndʊs
tl	aʊ	n	TlVC	d	ɛ	m	CVC	TlVC.CVC	+NPA	tlaʊndɛm
tɹ	aʊ	n	TrVC	d	ɛ	m	CVC	TrVC.CVC	+NPA	tɹaʊndɛm
tl	aʊ	n	TlVC	d	ɛ	ŋ	CVC	TlVC.CVC	+NPA	tlaʊndɛŋ
tɹ	aʊ	n	TrVC	d	ɛ	ŋ	CVC	TrVC.CVC	+NPA	tɹaʊndɛŋ
tl	aʊ	n	TlVC	d	ɛ	p	CVC	TlVC.CVC	+NPA	tlaʊndɛp
tɹ	aʊ	n	TrVC	d	ɛ	p	CVC	TrVC.CVC	+NPA	tɹaʊndɛp
tl	aʊ	n	TlVC	d	ɛ	t	CVC	TlVC.CVC	+NPA	tlaʊndɛt
tɹ	aʊ	n	TrVC	d	ɛ	t	CVC	TrVC.CVC	+NPA	tɹaʊndɛt
tl	aʊ	n	TlVC	d	ɛ	k	CVC	TlVC.CVC	+NPA	tlaʊndɛk
tɹ	aʊ	n	TrVC	d	ɛ	k	CVC	TrVC.CVC	+NPA	tɹaʊndɛk
tl	aʊ	n	TlVC	d	ɛ	s	CVC	TlVC.CVC	+NPA	tlaʊndɛs
tɹ	aʊ	n	TrVC	d	ɛ	s	CVC	TrVC.CVC	+NPA	tɹaʊndɛs
tl	aʊ	n	TlVC	d	æ	m	CVC	TlVC.CVC	+NPA	tlaʊndæm
tɹ	aʊ	n	TrVC	d	æ	m	CVC	TrVC.CVC	+NPA	tɹaʊndæm
tl	aʊ	n	TlVC	d	æ	ŋ	CVC	TlVC.CVC	+NPA	tlaʊndæŋ
tɹ	aʊ	n	TrVC	d	æ	ŋ	CVC	TrVC.CVC	+NPA	tɹaʊndæŋ
tl	aʊ	n	TlVC	d	æ	p	CVC	TlVC.CVC	+NPA	tlaʊndæp
tɹ	aʊ	n	TrVC	d	æ	p	CVC	TrVC.CVC	+NPA	tɹaʊndæp
tl	aʊ	n	TlVC	d	æ	t	CVC	TlVC.CVC	+NPA	tlaʊndæt
tɹ	aʊ	n	TrVC	d	æ	t	CVC	TrVC.CVC	+NPA	tɹaʊndæt
tl	aʊ	n	TlVC	d	æ	k	CVC	TlVC.CVC	+NPA	tlaʊndæk
tɹ	aʊ	n	TrVC	d	æ	k	CVC	TrVC.CVC	+NPA	tɹaʊndæk
tl	aʊ	n	TlVC	d	æ	s	CVC	TlVC.CVC	+NPA	tlaʊndæs
tɹ	aʊ	n	TrVC	d	æ	s	CVC	TrVC.CVC	+NPA	tɹaʊndæs
tl	aʊ	n	TlVC	g	ɪ	m	CVC	TlVC.CVC	-NPA	tlaʊngɪm
tɹ	aʊ	n	TrVC	g	ɪ	m	CVC	TrVC.CVC	-NPA	tɹaʊngɪm
tl	aʊ	n	TlVC	g	ɪ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊngɪŋ
tɹ	aʊ	n	TrVC	g	ɪ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊngɪŋ
tl	aʊ	n	TlVC	g	ɪ	p	CVC	TlVC.CVC	-NPA	tlaʊngɪp
tɹ	aʊ	n	TrVC	g	ɪ	p	CVC	TrVC.CVC	-NPA	tɹaʊngɪp
tl	aʊ	n	TlVC	g	ɪ	t	CVC	TlVC.CVC	-NPA	tlaʊngɪt
tɹ	aʊ	n	TrVC	g	ɪ	t	CVC	TrVC.CVC	-NPA	tɹaʊngɪt
tl	aʊ	n	TlVC	g	ɪ	k	CVC	TlVC.CVC	-NPA	tlaʊngɪk
tɹ	aʊ	n	TrVC	g	ɪ	k	CVC	TrVC.CVC	-NPA	tɹaʊngɪk
tl	aʊ	n	TlVC	g	ɪ	s	CVC	TlVC.CVC	-NPA	tlaʊngɪs
tɹ	aʊ	n	TrVC	g	ɪ	s	CVC	TrVC.CVC	-NPA	tɹaʊngɪs
tl	aʊ	n	TlVC	g	ʊ	m	CVC	TlVC.CVC	-NPA	tlaʊngʊm
tɹ	aʊ	n	TrVC	g	ʊ	m	CVC	TrVC.CVC	-NPA	tɹaʊngʊm
tl	aʊ	n	TlVC	g	ʊ	ŋ	CVC	TlVC.CVC	-NPA	tlaʊngʊŋ
tɹ	aʊ	n	TrVC	g	ʊ	ŋ	CVC	TrVC.CVC	-NPA	tɹaʊngʊŋ
tl	aʊ	n	TlVC	g	ʊ	p	CVC	TlVC.CVC	-NPA	tlaʊngʊp
